Node_ID,Title
AAAI7,homm: higher-order moment matching for unsupervised domain adaptation
AAAI8,context-transformer: tackling object confusion for few-shot detection
AAAI9,show, attend and distill: knowledge distillation via attention-based feature matching
AAAI10,few-shot class-incremental learning via relation knowledge distillation
AAAI11,peer collaborative learning for online knowledge distillation
AAAI12,action knowledge transfer for action prediction with partial videos
AAAI13,efficient residual dense block search for image super-resolution
AAAI14,reliability does matter: an end-to-end weakly supervised semantic segmentation approach
AAAI15,deep neural network compression with single and multiple level quantization
AAAI16,towards ghost-free shadow removal via dual hierarchical aggregation network and shadow matting gan
AAAI17,projection convolutional neural networks for 1-bit cnns via discrete back propagation
AAAI18,robust lightweight facial expression recognition network with label distribution training
AAAI19,rocket launching: a universal and efficient framework for training well-performing light net
AAAI20,weakly supervised scene parsing with point-based distance metric learning
AAAI21,miniseg: an extremely minimum network for efficient covid-19 segmentation
AAAI22,discriminative region suppression for weakly-supervised semantic segmentation
AAAI23,deep embedding features for salient object detection
AAAI24,fcfr-net: feature fusion based coarse-to-fine residual learning for depth completion
AAAI25,oogan: disentangling gan with one-hot sampling and orthogonal regularization
AAAI26,psynet: self-supervised approach to object localization using point symmetric transformation
AAAI27,efficient quantization for neural networks with binary weights and low bitwidth activations
AAAI28,channel pruning guided by classification loss and feature importance
AAAI29,super sparse convolutional neural networks
Neurips1,binaryconnect: training deep neural networks with binary weights during propagations
Neurips2,slayer: spike layer error reassignment in time
Neurips3,on exact computation with an infinitely wide neural net
Neurips4,learning spectral clustering
Neurips5,randomized block krylov methods for stronger and faster approximate singular value decomposition
Neurips6,fastgrnn: a fast, accurate, stable and tiny kilobyte sized gated recurrent neural network
Neurips7,tensorizing neural networks
Neurips8,towards accurate binary convolutional neural network
Neurips9,training quantized nets: a deeper understanding
Neurips10,learning to optimize tensor programs
Neurips11,scaling memory-augmented neural networks with sparse reads and writes
Neurips12,distributed power-law graph computing: theoretical and empirical analysis
Neurips13,powersgd: practical low-rank gradient compression for distributed optimization
Neurips14,cappronet: deep feature learning via orthogonal projections onto capsule subspaces
Neurips15,on the power and limitations of random features for understanding neural networks
Neurips16,deep networks with internal selective attention through feedback connections
Neurips17,twin auxiliary classifiers gan
Neurips18,hamiltonian variational auto-encoder
Neurips19,on the expressive power of deep polynomial neural networks
Neurips20,groupreduce: block-wise low-rank approximation for neural language model shrinking
Neurips21,query complexity of clustering with side information
Neurips22,pelee: a real-time object detection system on mobile devices
Neurips23,provable non-convex robust pca
Neurips24,learning robust global representations by penalizing local predictive power
Neurips25,a framework for multi-a(rmed)/b(andit) testing with online fdr control
Neurips26,hybrid macro/micro level backpropagation for training deep spiking neural networks
Neurips27,ridge regression and provable deterministic ridge leverage score sampling
Neurips28,structured transforms for small-footprint deep learning
Neurips29,low power wireless communication via reinforcement learning
Neurips30,paraphrasing complex network: network compression via factor transfer
Neurips31,verifiable reinforcement learning via policy extraction
Neurips32,learning efficient object detection models with knowledge distillation
Neurips33,discrimination-aware channel pruning for deep neural networks
Neurips35,global sparse momentum sgd for pruning very deep neural networks
Neurips36,compacting, picking and growing for unforgetting continual learning
Neurips37,model compression with adversarial robustness: a unified optimization framework
Neurips38,einconv: exploring unexplored tensor network decompositions for convolutional neural networks
Neurips39,multi-task zipping via layer-wise neuron sharing
Neurips40,locality-sensitive hashing for f-divergences and kre.in kernels: mutual information loss and beyond
Neurips41,when does label smoothing help?
Neurips42,collaborative learning for deep neural networks
Neurips43,knowledge distillation by on-the-fly native ensemble
Neurips45,approximating interactive human evaluation with self-play for open-domain dialog systems
Neurips46,knowledge extraction with no observable data
Neurips47,learning to specialize with knowledge distillation for visual question answering
Neurips48,network pruning via transformable architecture search
Neurips49,positive-unlabeled compression on the cloud
Neurips50,scan: a scalable neural networks framework towards compact and efficient models
Neurips51,random path selection for incremental learning
Neurips52,channel gating neural networks
Neurips53,kdgan: knowledge distillation with generative adversarial networks
Sensys1,collection tree protocol
Sensys2,orchestra: robust mesh networks through autonomously scheduled tsch
Sensys3,the beta-factor: measuring wireless link burstiness
Sensys4,ip is dead, long live ip for wireless sensor networks
Sensys5,luster: wireless sensor network for environmental research
Sensys6,a measurement study of interference modeling and scheduling in low-power wireless networks
Sensys7,nawms: nonintrusive autonomous water monitoring system
Sensys8,steady and fair rate allocation for rechargeable sensors in perpetual sensor networks
Sensys9,eon: a language and runtime system for perpetual systems
Sensys10,capband: battery-free successive capacitance sensing wristband for hand gesture recognition
Sensys11,talos: encrypted query processing for the internet of things
Sensys12,low-power clock synchronization using electromagnetic energy radiating from ac power lines
Sensys13,ftrack: parallel decoding for lora transmissions
Sensys14,spinlight: a high accuracy and robust light positioning system for indoor applications
Sensys15,cargonet: a low-cost micropower sensor node exploiting quasi-passive wakeup for adaptive asychronous monitoring of exceptional events
Sensys16,passive-zigbee: enabling zigbee communication in iot networks with 1000x+less power consumption
Sensys17,rfid sensor networks with the intel wisp
Sensys18,zippy: on-demand network flooding
Sensys19,lorea: a backscatter architecture that achieves a long communication range
Sensys20,neuro.zero: a zero-energy neural network accelerator for embedded sensing and inference systems
Sensys21,shieldscatter: improving iot security with backscatter assistance
Sensys22,bleach: exploiting the full potential of ipv6 over ble in constrained embedded iot devices
Sensys23,system architecture directions for post-soc/32-bit networked sensors
Sensys24,powerblade: a low-profile, true-power, plug-through energy meter
Sensys25,marketnet: an asymmetric transmission power-based wireless system for managing e-price tags in markets
Sensys26,distributed image search in camera sensor networks
Sensys27,a tale of two synchronizing clocks
Sensys28,skinnypower: enabling batteryless wearable sensors via intra-body power transfer
Sensys29,exploiting wifi guard band for safeguarded zigbee
Sensys30,bolt: a stateful processor interconnect
Sensys31,wireless sensor network for substation monitoring: design and deployment
Sensys32,enabling reliable, asynchronous, and bidirectional communication in sensor networks over white spaces
